;tconst;primaryTitle;originalTitle;startYear;runtimeMinutes;genres;region;averageRating;numVotes;weight_average
5519;tt0094645;The American Scream;The American Scream;1988;85.0;['Comedy', 'Horror'];US;4.7;252.0;2e-05
5430;tt0094264;La vie dissolue de Gérard Floque;La vie dissolue de Gérard Floque;1986;85.0;['Comedy'];FR;4.5;263.0;2e-05
8070;tt0171932;The Youth of Peter the Great;Yunost Petra;1980;140.0;['Biography', 'Drama', 'History'];GB;7.3;201.0;2e-05
8044;tt0169085;A Promise;Ningen no yakusoku;1986;123.0;['Drama'];US;7.5;161.0;2e-05
8035;tt0168111;Otvetnyy khod;Otvetnyy khod;1981;84.0;['Action', 'Adventure', 'Drama'];FR;6.7;207.0;2e-05
5494;tt0094595;Summer Vacation 1999;1999 nen no natsu yasumi;1988;90.0;['Drama', 'Fantasy', 'Mystery'];US;6.5;250.0;2e-05
8026;tt0167083;What I Have I Hold, Gentlemen...!;Co je doma, to se pocítá, pánové...;1980;84.0;['Comedy'];US;6.1;195.0;2e-05
8007;tt0165777;The Prodigal Daughter;La fille prodigue;1981;95.0;['Drama'];US;5.9;191.0;2e-05
8005;tt0165774;Fire Under the Skin;Le feu sous la peau;1985;93.0;['Drama'];US;5.2;208.0;2e-05
8078;tt0173240;Among Grey Stones;Sredi serykh kamney;1983;88.0;['Drama', 'History'];US;6.9;166.0;2e-05
7951;tt0164539;Emanuelle: Queen of the Desert;La belva dalla calda pelle;1982;84.0;['Action', 'Drama', 'Thriller'];US;3.7;324.0;2e-05
7986;tt0165550;Is There a Frenchman in the House?;Y a-t-il un Français dans la salle?;1982;106.0;['Comedy', 'Crime'];FR;5.9;219.0;2e-05
8080;tt0173642;Guardian Angel;Andjeo cuvar;1987;90.0;['Crime', 'Drama'];US;6.9;228.0;2e-05
7980;tt0165339;Death Shadow;Jittemai;1986;115.0;['Action'];FR;6.1;230.0;2e-05
5513;tt0094637;Aloha Summer;Aloha Summer;1988;98.0;['Comedy', 'Drama'];US;5.7;279.0;2e-05
8084;tt0173715;Blackbird;Cavka;1988;94.0;['Drama'];US;6.8;206.0;2e-05
8088;tt0173794;The Eleventh Commandment;The Eleventh Commandment;1986;94.0;['Drama', 'Horror', 'Thriller'];US;3.8;261.0;2e-05
7872;tt0155618;Chinna Veedu;Chinna Veedu;1985;143.0;['Comedy', 'Romance'];GB;7.3;165.0;2e-05
8123;tt0176198;The Shadow of the Ferns;Stín kapradiny;1986;90.0;['Crime', 'Drama'];US;6.9;143.0;2e-05
8124;tt0176519;Le beauf;Le beauf;1987;102.0;['Crime', 'Drama'];FR;5.4;214.0;2e-05
7698;tt0140703;Be Forever Yamato;Yamato yo towa ni;1980;145.0;['Animation', 'Sci-Fi'];US;6.7;170.0;2e-05
7719;tt0142085;Suburban Angels;Anjos do Arrabalde;1987;90.0;['Drama'];US;6.9;157.0;2e-05
8175;tt0182067;Educating Julie;Educating Julie;1984;100.0;['Drama'];US;5.8;178.0;2e-05
8177;tt0182338;Nessuno è perfetto;Nessuno è perfetto;1981;105.0;['Comedy', 'Drama', 'Romance'];FR;5.7;272.0;2e-05
7705;tt0141270;Hyperspace;Hyperspace;1984;90.0;['Comedy', 'Sci-Fi'];US;4.8;257.0;2e-05
7702;tt0140797;Gotta Run!;Ajolähtö;1982;107.0;['Drama', 'Romance'];FR;6.7;230.0;2e-05
8185;tt0182918;Two Crazy Privates;Los colimbas se divierten;1986;85.0;['Comedy'];US;5.5;221.0;2e-05
5584;tt0094770;Blueberry Hill;Blueberry Hill;1988;93.0;['Drama'];US;5.0;200.0;2e-05
8126;tt0176797;Aloa: Festivity of the Whores;Haloa - praznik kurvi;1988;120.0;['Drama'];US;5.9;238.0;2e-05
5437;tt0094286;Waiting for the Moon;Waiting for the Moon;1987;88.0;['Drama'];GB;6.4;202.0;2e-05
7694;tt0140349;A little witch;Malá carodejnice;1984;96.0;['Animation', 'Family', 'Fantasy'];US;7.1;148.0;2e-05
5586;tt0094774;Secret Wedding;Boda secreta;1989;95.0;['Drama'];GB;6.6;181.0;2e-05
7692;tt0140137;Hellbent;Hellbent;1988;88.0;['Action', 'Comedy', 'Drama'];US;4.8;218.0;2e-05
5591;tt0094786;Taste of Life;Una botta di vita;1988;106.0;['Comedy'];FR;5.7;200.0;2e-05
5431;tt0094265;Life Is Rosy;La vie est belle;1987;80.0;['Comedy', 'Drama', 'Musical'];US;5.8;183.0;2e-05
7722;tt0142171;Groper Train: The Search for the Black Pearl;Chikan densha: Shitagi kensatsu;1984;64.0;['Comedy', 'Mystery'];US;5.4;186.0;2e-05
7727;tt0142260;The Emperor's New Clothes;The Emperor's New Clothes;1987;85.0;['Comedy', 'Family', 'Musical'];US;4.6;233.0;2e-05
7737;tt0143171;Cha-Cha-Cha;Cha-Cha-Cha;1982;81.0;['Comedy', 'Drama'];US;7.0;148.0;2e-05
5577;tt0094759;Blind Justice;Blind Justice;1988;110.0;['Drama', 'War'];US;5.0;296.0;2e-05
7754;tt0144200;Fiela se Kind;Fiela se Kind;1988;105.0;['Drama'];GB;7.5;189.0;2e-05
7773;tt0145464;Shotgun;Shotgun;1989;84.0;['Action', 'Thriller'];US;4.3;300.0;2e-05
7800;tt0149016;Sounds of Silence;Sounds of Silence;1989;108.0;['Horror'];US;5.1;203.0;2e-05
7809;tt0150113;Chilsu and Mansu;Chilsu wa Mansu;1988;109.0;['Comedy', 'Drama'];US;6.8;226.0;2e-05
7822;tt0150931;Hollow Gate;Hollow Gate;1988;76.0;['Horror'];US;3.2;347.0;2e-05
5555;tt0094717;The Beat;The Beat;1988;98.0;['Drama'];US;5.4;211.0;2e-05
7824;tt0151040;Impossible Love;Imposibila iubire;1984;169.0;['Drama'];US;8.8;112.0;2e-05
8145;tt0179334;The Masque of the Red Death;The Masque of the Red Death;1989;89.0;['Horror'];US;3.8;353.0;2e-05
7844;tt0152148;Razia Sultan;Razia Sultan;1983;176.0;['Biography', 'Drama', 'History'];GB;6.3;213.0;2e-05
8137;tt0178351;Le couteau sous la gorge;Le couteau sous la gorge;1986;80.0;['Crime', 'Horror'];US;4.6;251.0;2e-05
8129;tt0177280;The Way Steel Was Tempered;Tako se kalio celik;1988;101.0;['Drama'];US;6.6;186.0;2e-05
7868;tt0155479;Les ailes de la colombe;Les ailes de la colombe;1981;95.0;['Drama', 'Romance'];FR;6.0;216.0;2e-05
5331;tt0094038;The Stick;The Stick;1988;90.0;['Action', 'Horror', 'War'];US;5.6;176.0;2e-05
7314;tt0109057;Ai City;Ai shitî;1986;86.0;['Action', 'Animation', 'Sci-Fi'];US;5.9;167.0;2e-05
5727;tt0095064;The Dreaming;The Dreaming;1988;87.0;['Drama', 'Horror', 'Mystery'];US;5.1;295.0;2e-05
6999;tt0098397;Superstition 2;Streghe;1989;96.0;['Horror'];US;4.8;281.0;2e-05
5498;tt0094599;Fist Fighter;Fist Fighter;1988;97.0;['Action', 'Drama', 'Sport'];US;4.8;305.0;2e-05
7009;tt0098414;Surname Viet Given Name Nam;Surname Viet Given Name Nam;1989;108.0;['Documentary', 'History', 'Romance'];US;6.5;172.0;2e-05
8814;tt0235578;The Girl Next Door;A Menina do Lado;1987;95.0;['Drama', 'Romance'];US;6.1;200.0;2e-05
7002;tt0098404;Stuff Stephanie in the Incinerator;Stuff Stephanie in the Incinerator;1989;98.0;['Comedy', 'Horror'];US;3.4;426.0;2e-05
5894;tt0095446;Killing Blue;Killing Blue;1988;95.0;['Thriller'];GB;4.2;273.0;2e-05
7001;tt0098399;Stripped to Kill 2: Live Girls;Stripped to Kill 2: Live Girls;1989;85.0;['Thriller'];US;3.9;330.0;2e-05
5900;tt0095463;A Hoof Here, a Hoof There;Kopytem sem, kopytem tam;1989;129.0;['Comedy', 'Drama'];US;6.9;223.0;2e-05
5876;tt0095406;Joan of Arc of Mongolia;Johanna D'Arc of Mongolia;1989;165.0;['Comedy', 'Drama'];US;6.9;196.0;2e-05
6994;tt0098390;The Story of Boys & Girls;Storia di ragazzi e di ragazze;1989;92.0;['Comedy', 'Drama', 'Romance'];US;6.7;212.0;2e-05
5904;tt0095472;Muscle;Kurutta Butokai;1989;60.0;['Drama', 'Horror', 'Thriller'];US;6.3;207.0;2e-05
8866;tt0241696;A Policeman's Life;Löggulíf;1985;90.0;['Comedy'];US;7.1;222.0;2e-05
8878;tt0243036;Years of the Beast;Years of the Beast;1981;98.0;['Horror', 'Sci-Fi'];US;5.7;238.0;2e-05
8882;tt0243428;Murderlust;Murderlust;1985;90.0;['Horror', 'Thriller'];US;4.9;226.0;2e-05
6988;tt0098374;Split;Split;1989;85.0;['Drama', 'Mystery', 'Sci-Fi'];US;5.5;201.0;2e-05
5881;tt0095417;Die Jungfrauenmaschine;Die Jungfrauenmaschine;1988;84.0;['Drama', 'Romance'];US;5.5;260.0;2e-05
8791;tt0233615;Dragonard;Dragonard;1988;93.0;['Drama'];US;4.2;341.0;2e-05
5728;tt0095066;The Dressmaker;The Dressmaker;1988;92.0;['Drama', 'Romance'];US;6.3;256.0;2e-05
7038;tt0098505;Hell's Trap;Trampa infernal;1989;77.0;['Horror', 'Thriller'];US;5.8;219.0;2e-05
8725;tt0228182;Dark Heritage;Dark Heritage;1989;94.0;['Horror'];US;4.1;326.0;2e-05
7064;tt0098578;Vanille fraise;Vanille fraise;1989;110.0;['Adventure', 'Comedy', 'Romance'];FR;4.7;276.0;2e-05
7059;tt0098565;An Unremarkable Life;An Unremarkable Life;1989;92.0;['Drama'];US;6.7;165.0;2e-05
8749;tt0229335;The Devil;Xie mo;1981;86.0;['Horror', 'Mystery'];US;5.4;192.0;2e-05
7044;tt0098521;Tropical Snow;Tropical Snow;1988;87.0;['Crime', 'Drama'];GB;5.4;274.0;2e-05
7039;tt0098508;Trapper County War;Trapper County War;1989;98.0;['Action', 'Adventure'];US;5.1;197.0;2e-05
8757;tt0229820;Village of Doom;Ushimitsu no mura;1983;115.0;['Crime', 'Drama'];US;6.4;158.0;2e-05
8789;tt0233536;Deadly Intruder;Deadly Intruder;1985;86.0;['Horror', 'Thriller'];US;4.1;257.0;2e-05
5872;tt0095400;The Jigsaw Murders;The Jigsaw Murders;1989;98.0;['Action', 'Crime', 'Mystery'];US;4.9;274.0;2e-05
7029;tt0098480;Time Trackers;Time Trackers;1989;86.0;['Action', 'Adventure', 'Sci-Fi'];US;4.2;247.0;2e-05
8761;tt0230190;The Dangerous;Oi epikindynoi (Mia diamartyria);1983;91.0;['Action', 'Crime', 'Drama'];US;5.9;193.0;2e-05
7023;tt0098464;That's Adequate;That's Adequate;1989;82.0;['Comedy'];US;4.8;246.0;2e-05
8777;tt0232475;Uncle Cyril;Prokletí domu Hajnù;1989;107.0;['Drama', 'Fantasy', 'Horror'];US;6.7;167.0;2e-05
8783;tt0233206;Amrit;Amrit;1986;137.0;['Drama', 'Family'];US;7.0;208.0;2e-05
5191;tt0093702;Paramedics;Paramedics;1988;90.0;['Comedy'];US;4.2;337.0;2e-05
6986;tt0098370;Spider's Web;Das Spinnennetz;1989;196.0;['Drama'];US;7.2;226.0;2e-05
6973;tt0098341;Les sièges de l'Alcazar;Les sièges de l'Alcazar;1989;54.0;['Comedy'];FR;7.4;184.0;2e-05
6811;tt0097973;Night Shadow;Night Shadow;1989;91.0;['Horror'];US;3.8;358.0;2e-05
5963;tt0095617;The Haunted Cop Shop II;Mang gwai hok tong;1988;92.0;['Action', 'Comedy', 'Horror'];US;5.4;184.0;2e-05
5964;tt0095622;Menya zovut Arlekino;Menya zovut Arlekino;1988;134.0;['Crime', 'Drama'];US;6.1;169.0;2e-05
5971;tt0095632;Before the Bat's Flight Is Done;Mielött befejezi röptét a denevér;1989;91.0;['Drama', 'Thriller'];US;7.0;213.0;2e-05
6829;tt0098026;One Man Force;One Man Force;1989;92.0;['Action', 'Crime', 'Drama'];US;4.9;238.0;2e-05
9058;tt0263677;Love Me Not?;M' agapas?;1989;102.0;['Comedy', 'Drama', 'Romance'];US;6.1;202.0;2e-05
6821;tt0097998;The Dark Night of the Soul;La noche oscura;1989;93.0;['Drama'];US;5.9;181.0;2e-05
9098;tt0267884;Revanche;Revans;1983;105.0;['Drama', 'Romance'];US;6.4;154.0;2e-05
8898;tt0245400;Runaway Nightmare;Runaway Nightmare;1982;94.0;['Action', 'Comedy', 'Horror'];US;4.7;222.0;2e-05
6802;tt0097951;The Secret Nation;La nación clandestina;1989;128.0;['Drama'];US;7.6;184.0;2e-05
6793;tt0097922;Mr. Coconut;Hap ga foon;1989;100.0;['Comedy', 'Family'];US;6.5;209.0;2e-05
6791;tt0097913;Mortacci;Mortacci;1989;102.0;['Comedy'];GB;6.9;218.0;2e-05
6781;tt0097888;Outback;Minnamurra;1989;92.0;['Action', 'Drama', 'Romance'];US;5.7;196.0;2e-05
9117;tt0271676;The Man of Earth;Njeriu prej dheu;1984;102.0;['Drama', 'Thriller'];US;7.6;146.0;2e-05
5150;tt0093621;The Night Stalker;The Night Stalker;1986;93.0;['Crime', 'Drama', 'Horror'];US;5.1;267.0;2e-05
6841;tt0098054;Paint It Black;Paint It Black;1989;104.0;['Horror', 'Thriller'];US;4.8;247.0;2e-05
9027;tt0260411;Tahkhana;Tahkhana;1986;117.0;['Action', 'Drama', 'Horror'];GB;5.4;212.0;2e-05
6843;tt0098056;The Reincarnation of Golden Lotus;Pan Jin Lian zhi qian shi jin sheng;1989;90.0;['Drama'];US;6.0;234.0;2e-05
6872;tt0098122;Priceless Beauty;Love Dream;1988;97.0;['Drama', 'Fantasy', 'Romance'];US;4.3;334.0;2e-05
5163;tt0093651;Notte italiana;Notte italiana;1987;92.0;['Comedy', 'Drama'];FR;6.7;185.0;2e-05
6888;tt0098161;Radio Raven;Radio Corbeau;1989;99.0;['Crime', 'Mystery'];US;5.8;225.0;2e-05
5166;tt0093655;Widow's Walk;Noyade interdite;1987;102.0;['Crime'];FR;6.2;262.0;2e-05
6910;tt0098216;Roller Blade Warriors: Taken by Force;Roller Blade Warriors: Taken by Force;1989;81.0;['Action', 'Adventure', 'Sci-Fi'];US;3.5;288.0;2e-05
5171;tt0093667;L'oeil au beurre noir;L'oeil au beurre noir;1987;90.0;['Comedy'];FR;5.7;217.0;2e-05
6925;tt0098241;S/Y Joy;s/y Glädjen;1989;93.0;['Drama'];US;5.0;222.0;2e-05
6937;tt0098271;Scugnizzi;Scugnizzi;1989;122.0;['Drama', 'Musical'];US;7.2;144.0;2e-05
5930;tt0095539;Lone Wolf;Lone Wolf;1988;97.0;['Horror', 'Music', 'Mystery'];US;4.3;353.0;2e-05
5929;tt0095533;Last Romance;Liu jin sui yue;1988;105.0;['Drama', 'Romance'];US;6.4;157.0;2e-05
5174;tt0093671;Omega Syndrome;Omega Syndrome;1986;90.0;['Action', 'Drama'];US;4.3;316.0;2e-05
8904;tt0246413;Agar Tum Na Hote;Agar Tum Na Hote;1983;161.0;['Drama', 'Family'];US;6.3;176.0;2e-05
5176;tt0093674;On the Black Hill;On the Black Hill;1988;117.0;['Drama'];US;6.5;173.0;2e-05
8903;tt0246345;Zombiethon;Zombiethon;1986;73.0;['Documentary', 'Horror'];US;4.4;307.0;2e-05
5858;tt0095364;In a Shallow Grave;In a Shallow Grave;1988;92.0;['Drama', 'Romance'];US;6.0;252.0;2e-05
8690;tt0225881;Yakuza Ladies;Gokudô no onna-tachi;1986;120.0;['Crime'];US;6.3;199.0;2e-05
7089;tt0098641;The White Room;The White Room;1989;47.0;['Drama'];GB;7.5;138.0;2e-05
5768;tt0095173;Frankenstein General Hospital;Frankenstein General Hospital;1988;90.0;['Comedy', 'Horror', 'Sci-Fi'];US;3.6;342.0;2e-05
7270;tt0101362;The Puppeteer;Al-aragoz;1989;125.0;['Drama'];US;6.6;189.0;2e-05
7269;tt0101296;Alien Space Avenger;Alien Space Avenger;1989;80.0;['Comedy', 'Horror', 'Sci-Fi'];US;4.9;294.0;2e-05
7266;tt0101019;Zone Red;Zone rouge;1986;110.0;['Action', 'Crime', 'Thriller'];FR;6.0;216.0;2e-05
8516;tt0203911;Simone Barbes or Virtue;Simone Barbès ou la vertu;1980;77.0;['Drama'];FR;6.7;210.0;2e-05
5764;tt0095162;The Beasts;San gau;1980;90.0;['Horror', 'Thriller'];US;5.9;227.0;2e-05
7261;tt0100940;Windprints;Windprints;1989;100.0;['Action', 'Drama', 'Thriller'];US;6.0;250.0;2e-05
5770;tt0095175;The Red Monks;I frati rossi;1988;85.0;['Horror'];US;4.1;371.0;2e-05
7248;tt0100778;Tin si hang dung III: Moh lui mut yat;Tin si hang dung III: Moh lui mut yat;1989;91.0;['Action', 'Crime', 'Drama'];US;6.0;194.0;2e-05
8527;tt0204661;Survivor;Survivor;1987;86.0;['Action', 'Adventure', 'Drama'];US;4.4;244.0;2e-05
8528;tt0204716;Tracked;Usugeshô;1985;124.0;['Crime', 'Drama'];FR;6.7;178.0;2e-05
8529;tt0204750;Tokyo Bordello;Yoshiwara enjô;1987;133.0;['Drama'];US;6.5;209.0;2e-05
8530;tt0204913;Book of Days;Book of Days;1989;75.0;['Drama'];US;7.8;143.0;2e-05
8536;tt0205779;Blue Vengeance;Blue Vengeance;1989;103.0;['Action', 'Crime', 'Horror'];US;4.9;217.0;2e-05
8545;tt0206827;In the Aftermath;In the Aftermath;1988;85.0;['Animation', 'Drama', 'Fantasy'];US;4.6;282.0;2e-05
5757;tt0095143;Fear;Fear;1988;96.0;['Action'];US;4.7;223.0;2e-05
5755;tt0095140;Fatal Pulse;Fatal Pulse;1988;90.0;['Crime', 'Horror', 'Thriller'];US;3.5;337.0;2e-05
7280;tt0101883;The Firing Line;The Firing Line;1988;90.0;['Action'];US;3.1;364.0;2e-05
7286;tt0102640;The Gamble;La partita;1988;104.0;['Comedy', 'History'];US;4.9;219.0;2e-05
8497;tt0203022;Four Days of Snow and Blood;226;1989;114.0;['Action', 'Drama', 'War'];US;6.4;188.0;2e-05
8495;tt0202967;House on Fire;Kataku no hito;1986;133.0;['Drama'];FR;7.0;171.0;2e-05
5747;tt0095124;The Truth;Fa nei qing;1988;118.0;['Drama', 'Thriller'];US;7.0;167.0;2e-05
8488;tt0202697;Heroes Shed No Tears;Ying xiong wu lei;1980;111.0;['Action', 'Drama'];US;6.2;194.0;2e-05
7295;tt0103067;Terror in Beverly Hills;Terror in Beverly Hills;1989;88.0;['Action', 'Thriller'];US;3.3;423.0;2e-05
8468;tt0202046;Unmasking the Idol;Unmasking the Idol;1986;90.0;['Action', 'Adventure'];US;5.0;250.0;2e-05
7300;tt0104401;Heathcliff: The Movie;Heathcliff: The Movie;1986;73.0;['Animation', 'Comedy', 'Family'];GB;5.1;279.0;2e-05
5319;tt0094015;Specters;Spettri;1987;92.0;['Horror'];FR;4.1;392.0;2e-05
8449;tt0201099;Ninja vs. Shaolin;Shao Lin tong zi gong;1983;88.0;['Action'];US;5.2;198.0;2e-05
8441;tt0200765;Nelly, the Spy;Kataskopos Nelli;1981;116.0;['Drama', 'Musical', 'Romance'];US;4.2;238.0;2e-05
8430;tt0200211;Thor the Conqueror;Thor il conquistatore;1983;91.0;['Action', 'Adventure', 'Drama'];US;3.1;403.0;2e-05
5737;tt0095097;Once More;Once More;1988;82.0;['Drama'];FR;7.0;169.0;2e-05
7313;tt0108922;Migrations;Seobe;1989;120.0;['Drama', 'History', 'Romance'];US;6.1;205.0;2e-05
7251;tt0100817;Tripwire;Tripwire;1989;87.0;['Action', 'Drama', 'Thriller'];US;5.0;299.0;2e-05
5776;tt0095184;Frequent Death;Fréquence meurtre;1988;103.0;['Crime', 'Drama', 'Thriller'];FR;5.5;273.0;2e-05
8689;tt0225499;Desperate Teenage Lovedolls;Desperate Teenage Lovedolls;1984;50.0;['Comedy', 'Drama', 'Music'];US;5.6;233.0;2e-05
8657;tt0221902;A Day of Judgment;A Day of Judgment;1981;92.0;['Action', 'Drama', 'Horror'];US;4.1;260.0;2e-05
5809;tt0095264;Paper Marriage;Guo bu xin lang;1988;94.0;['Action', 'Comedy'];US;6.2;228.0;2e-05
7186;tt0099843;Indio;Indio;1989;89.0;['Action', 'Adventure'];US;5.1;236.0;2e-05
7175;tt0099614;Miao tan shuang long;Miao tan shuang long;1989;100.0;['Action', 'Comedy', 'Crime'];GB;5.1;263.0;2e-05
8653;tt0220964;The Afterman;The Afterman;1985;90.0;['Horror', 'Sci-Fi'];US;5.1;231.0;2e-05
7160;tt0099400;Delta Force Commando;Delta Force Commando;1987;89.0;['Action'];GB;3.7;377.0;2e-05
5817;tt0095278;Hard Rock Nightmare;Hard Rock Nightmare;1988;87.0;['Horror'];US;4.6;286.0;2e-05
7136;tt0099113;Bedroom Eyes II;Bedroom Eyes II;1989;85.0;['Thriller'];US;3.8;267.0;2e-05
5292;tt0093957;Long Arm of the Law: Part 2;Sang gong kei bing 2;1987;88.0;['Action', 'Crime', 'Thriller'];US;7.0;232.0;2e-05
5829;tt0095298;Hidden City;Hidden City;1987;108.0;['Mystery', 'Thriller'];GB;6.0;255.0;2e-05
7131;tt0098983;Act of Piracy;Act of Piracy;1988;96.0;['Action', 'Crime', 'Thriller'];US;4.4;344.0;2e-05
7119;tt0098710;Seven Warriors;Zhong yi qun ying;1989;94.0;['Action', 'Crime', 'Drama'];US;6.2;207.0;2e-05
8682;tt0224236;Angel Guts 5: Red Vertigo;Tenshi no harawata: Akai memai;1988;74.0;['Drama', 'Thriller'];US;5.6;223.0;2e-05
5847;tt0095336;Picture of a Nymph;Hua zhong xian;1987;97.0;['Adventure', 'Comedy', 'Fantasy'];US;6.0;169.0;2e-05
5268;tt0093895;Running Out of Luck;Running Out of Luck;1985;80.0;['Adventure', 'Comedy', 'Drama'];US;5.0;196.0;2e-05
8625;tt0217843;Terror and Black Lace;Terror y encajes negros;1985;97.0;['Crime', 'Drama', 'Horror'];US;6.1;175.0;2e-05
8623;tt0217603;Kid Colter;Kid Colter;1985;101.0;['Action', 'Adventure', 'Family'];US;5.7;248.0;2e-05
8604;tt0215604;La Cenerentola;La Cenerentola;1981;152.0;['Comedy', 'Music', 'Romance'];GB;9.0;124.0;2e-05
5801;tt0095239;The River Pirates;Good Old Boy: A Delta Boyhood;1988;108.0;['Action', 'Adventure', 'Family'];US;6.8;165.0;2e-05
5276;tt0093910;Sakura Killers;Sakura Killers;1987;83.0;['Action'];US;4.1;388.0;2e-05
5278;tt0093912;Salvation!;Salvation!: Have You Said Your Prayers Today?;1987;80.0;['Comedy'];US;5.3;224.0;2e-05
7220;tt0100273;Night of the Sharks;La notte degli squali;1988;87.0;['Action'];US;3.7;430.0;2e-05
8599;tt0214866;Krodhi;Krodhi;1981;159.0;['Action', 'Crime', 'Thriller'];GB;6.5;187.0;2e-05
7229;tt0100464;Rising Storm;Rising Storm;1989;95.0;['Action', 'Comedy', 'Sci-Fi'];US;4.7;302.0;2e-05
5799;tt0095236;The Greatest Lover;Gong zi duo qing;1988;115.0;['Comedy', 'Romance'];US;6.1;198.0;2e-05
7234;tt0100531;Russian Terminator;Russian Terminator;1989;87.0;['Action'];US;2.8;449.0;2e-05
5789;tt0095208;Georgia;Georgia;1988;93.0;['Mystery', 'Thriller'];US;6.0;166.0;2e-05
7235;tt0100537;Het sacrament;Het sacrament;1989;90.0;['Comedy', 'Drama'];FR;6.4;235.0;2e-05
7236;tt0100550;Satan's Princess;Satan's Princess;1989;90.0;['Crime', 'Horror', 'Thriller'];US;3.8;379.0;2e-05
8594;tt0214636;Bumpkin Soup;Do-re-mi-fa musume no chi wa sawagu;1985;80.0;['Comedy', 'Musical'];US;5.7;213.0;2e-05
5787;tt0095204;Geierwally;Geierwally;1988;105.0;['Comedy', 'Musical'];FR;6.1;225.0;2e-05
5885;tt0095423;Stones of Death;Kadaicha;1988;88.0;['Horror'];US;4.7;278.0;2e-05
5089;tt0093474;Magic Sticks;Magic Sticks;1987;97.0;['Comedy'];US;4.6;225.0;2e-05
2086;tt0085689;Savage Attraction;Hostage;1983;90.0;['Biography', 'Drama', 'Thriller'];US;5.4;301.0;2e-05
2998;tt0088102;She'll Be Wearing Pink Pyjamas;She'll Be Wearing Pink Pyjamas;1985;86.0;['Comedy'];GB;5.3;233.0;2e-05
826;tt0082268;La disubbidienza;La disubbidienza;1981;98.0;['Drama'];US;5.2;241.0;2e-05
829;tt0082273;Doctor Dracula;Doctor Dracula;1983;88.0;['Horror'];US;3.1;470.0;2e-05
4173;tt0091287;I Hate Actors;Je hais les acteurs;1986;90.0;['Comedy', 'Crime', 'Drama'];US;5.7;239.0;2e-05
2990;tt0088089;The Sea Serpent;Serpiente de mar;1985;92.0;['Adventure', 'Horror'];US;3.6;341.0;2e-05
2992;tt0088093;MacArthur's Children;Setouchi shonen yakyu dan;1984;125.0;['Comedy', 'Drama', 'War'];US;6.9;187.0;2e-05
4170;tt0091281;Jackals;Jackals;1986;97.0;['Action', 'Crime', 'Drama'];US;5.4;206.0;2e-05
64;tt0078880;Bloodrage;Bloodrage;1980;78.0;['Crime', 'Horror', 'Thriller'];US;4.7;335.0;2e-05
4156;tt0091238;Hyper Sapien: People from Another Star;Hyper Sapien: People from Another Star;1986;92.0;['Family', 'Sci-Fi'];US;4.7;263.0;2e-05
2981;tt0088072;Second Time Lucky;Second Time Lucky;1984;101.0;['Adventure', 'Comedy', 'Drama'];US;5.1;281.0;2e-05
3001;tt0088106;Merry Christmas;Sing dan fai lok;1984;96.0;['Comedy', 'Romance'];US;6.9;161.0;2e-05
3010;tt0088126;Homecoming;Si shui liu nian;1984;96.0;['Drama'];US;7.2;174.0;2e-05
1596;tt0084342;Big Shots;Mitahat La'af;1982;95.0;['Drama'];US;7.2;154.0;2e-05
3017;tt0088138;La smala;La smala;1984;90.0;['Comedy'];FR;5.1;292.0;2e-05
1594;tt0084338;The Mission;Ferestadeh;1983;103.0;['Drama'];US;7.0;210.0;2e-05
862;tt0082345;Wicked Memoirs of Eugenie;Eugenie (Historia de una perversión);1980;96.0;['Drama'];US;5.1;201.0;2e-05
873;tt0082363;Fantasies;Fantasies;1981;81.0;['Drama', 'Romance'];US;3.0;342.0;2e-05
1631;tt0084431;O'Hara's Wife;O'Hara's Wife;1982;87.0;['Comedy', 'Drama'];US;5.1;265.0;2e-05
1636;tt0084449;Emmanuelle Exposed;Las orgías inconfesables de Emmanuelle;1982;85.0;['Drama'];US;3.7;303.0;2e-05
4127;tt0091168;Happy Hour;Happy Hour;1986;88.0;['Comedy'];US;3.9;252.0;2e-05
784;tt0082172;Choices;Choices;1981;90.0;['Drama'];US;4.3;327.0;2e-05
1673;tt0084533;Preppies;Preppies;1984;83.0;['Comedy'];US;3.9;296.0;2e-05
1660;tt0084495;Pierino Strikes Again;Pierino colpisce ancora;1982;90.0;['Comedy'];US;5.0;286.0;2e-05
1659;tt0084492;Little Wars;Les petites guerres;1982;108.0;['Drama', 'War'];US;6.5;156.0;2e-05
776;tt0082154;The Kaleidoscope;Chaalchitra;1981;92.0;['Drama'];US;7.3;179.0;2e-05
66;tt0078895;Border Cop;The Border;1980;87.0;['Drama', 'Thriller'];US;4.7;344.0;2e-05
2946;tt0087986;The Red Fury;The Red Fury;1984;105.0;['Drama', 'Family'];US;6.3;158.0;2e-05
1643;tt0084460;P.K. and the Kid;P.K. and the Kid;1987;89.0;['Drama'];US;5.3;216.0;2e-05
4213;tt0091370;The Ladies Club;The Ladies Club;1986;85.0;['Crime', 'Drama', 'Thriller'];US;5.2;281.0;2e-05
2975;tt0088046;Scandalous;Scandalous;1984;92.0;['Comedy', 'Mystery'];US;4.4;247.0;2e-05
789;tt0082177;Chu Chu and the Philly Flash;Chu Chu and the Philly Flash;1981;92.0;['Comedy'];US;4.2;336.0;2e-05
4206;tt0091354;Comic Magazine;Komikku zasshi nanka iranai!;1986;120.0;['Comedy'];US;6.8;188.0;2e-05
